,NAME,TOTAL ROUNDS,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL DISTANCE,TOTAL DRIVES,FAIRWAYS HIT,POSSIBLE FAIRWAYS,GREENS HIT,# HOLES,RELATIVE/PAR,TOTAL SG:PUTTING,MEASURED ROUNDS_x,SG:OTT,SG:APR,SG:ARG,TOTAL SG:T,MEASURED ROUNDS_y,EVENTS,# OF WINS,# OF TOP-10S,POINTS BEHIND LEAD,1ST,2ND,3RD,YEAR
167,Greg Chalmers,71,"5,084",10.789,"39,470",142,595,995,765,"1,278",-0.26,21.516,68,-0.496,-0.529,0.175,-36.266,68,,,,,,,,2017
168,Chad Collins,62,"4,420",29.768,"34,898",124,513,865,680,"1,116",-0.25,4.292,54,-0.573,-0.254,0.294,-24.497,54,26.0,0.0,2.0,"5,976",,1.0,,2017
169,Roberto Castro,68,"4,892",- 9.051,"35,906",128,631,951,780,"1,224",-0.2,-24.151999999999997,54,-0.244,0.099,0.031,-30.29,54,,,,,,,,2017
170,Hunter Mahan,71,"5,075",23.578,"41,814",142,627,989,825,"1,278",-0.23,15.83,59,0.376,-0.8859999999999999,-0.326,-33.54,59,,,,,,,,2017
171,Bryce Molder,74,"5,296",18.473,"40,994",148,595,"1,033",823,"1,332",-0.24,24.54,64,-1.0979999999999999,-0.431,0.301,-54.137,64,,,,,,,,2017
172,Brad Fritsch,52,"3,716",20.480,"29,988",104,410,727,601,936,-0.23,-25.05,42,-0.43200000000000005,0.235,0.075,-30.189,42,,,,,,,,2017
173,Rod Pampling,71,"5,111",- 8.834,"40,864",142,604,993,818,"1,278",-0.21,-34.213,66,-0.11,-0.231,0.183,-44.658,66,22.0,1.0,1.0,"5,621",1.0,,,2017
174,Mark Hubbard,74,"5,277",41.456,"39,581",140,624,"1,033",871,"1,332",-0.23,-12.184000000000001,61,-0.539,0.10099999999999999,-0.064,-42.79600000000001,61,,,,,,,,2017
175,Brian Campbell,51,"3,638",30.138,"30,188",102,415,713,581,918,-0.28,15.773,41,0.063,-0.75,-0.126,-17.535999999999998,41,,,,,,,,2017
176,Rick Lamb,50,"3,567",31.915,"29,798",100,453,699,602,900,-0.26,-9.641,38,0.6859999999999999,-0.578,-0.6779999999999999,-31.311999999999998,38,19.0,0.0,1.0,"6,012",,,1.0,2017
177,Ryo Ishikawa,56,"4,012",19.466,"30,035",104,405,780,638,"1,008",-0.26,-8.77,43,-0.58,-0.32799999999999996,-0.021,-48.672,43,,,,,,,,2017
178,Ken Duke,71,"5,075",42.571,"38,939",142,680,991,814,"1,278",-0.24,-27.136,60,-0.179,-0.256,0.0,-53.24100000000001,60,,,,,,,,2017
179,Brett Stegmaier,76,"5,448",32.774,"41,573",144,686,"1,061",913,"1,368",-0.24,-29.839000000000002,58,-0.141,-0.11699999999999999,-0.493,-73.39,58,,,,,,,,2017
180,Brett Drewitt,53,"3,793",29.896,"30,356",106,450,741,618,954,-0.22,-19.660999999999998,43,-0.209,-0.314,-0.054000000000000006,-44.516000000000005,43,,,,,,,,2017
181,Jason Bohn,71,"5,096",25.417,"39,180",142,631,991,807,"1,278",-0.21,-8.253,62,-0.685,-0.24600000000000002,-0.076,-70.715,62,,,,,,,,2017
182,Ernie Els,52,"3,765",- 11.679,"27,329",96,408,726,532,936,-0.26,16.959,37,-0.565,-0.504,-0.067,-25.065,37,,,,,,,,2017
183,Nicholas Lindheim,56,"4,002",41.479,"32,151",112,440,783,662,"1,008",-0.25,14.796,44,-0.733,-0.578,-0.311,-56.544,44,,,,,,,,2017
184,Si Woo Kim,75,"5,438",- 19.053,"38,827",134,600,"1,052",805,"1,350",-0.24,-23.526,60,-0.23600000000000002,-0.447,0.11,-57.901,60,30.0,1.0,2.0,"5,325",1.0,,,2017
185,Miguel Angel Carballo,57,"4,081",43.666,"32,849",114,507,797,666,"1,026",-0.25,-13.749,43,0.139,-1.035,-0.142,-58.386,43,,,,,,,,2017
186,Carl Pettersson,59,"4,247",25.695,"33,066",118,428,824,615,"1,062",-0.28,8.957,52,-1.123,-0.385,0.052000000000000005,-66.736,52,,,,,,,,2017
187,Matt Every,70,"5,067",19.989,"41,672",140,473,977,758,"1,260",-0.3,-16.61,61,-0.7340000000000001,-0.141,-0.306,-88.70700000000001,61,,,,,,,,2017
188,Andrew Loupe,52,"3,782",3.744,"32,371",104,333,725,560,936,-0.26,-11.367,47,-0.348,-0.424,-0.40299999999999997,-66.574,47,,,,,,,,2017
189,Steven Bowditch,55,"4,082",10.001,"31,608",110,348,767,530,990,-0.18,-6.745,45,-1.7169999999999999,-1.26,0.23800000000000002,-129.989,45,,,,,,,,2017
0,Dustin Johnson,74,"5,072",11.669,"43,953",140,619,"1,041",940,"1,332",-0.37,23.861,62,0.919,0.8290000000000001,0.23800000000000002,147.04,62,20.0,3.0,12.0,204,3.0,2.0,3.0,2018
1,Justin Rose,66,"4,556",- 2.468,"37,630",124,610,924,831,"1,188",-0.32,22.479,53,0.551,0.526,0.45,103.435,53,18.0,2.0,11.0,,2.0,3.0,1.0,2018
2,Justin Thomas,82,"5,663",4.652,"46,153",148,674,"1,154","1,015","1,476",-0.33,18.528,68,0.408,0.8440000000000001,0.311,124.788,68,23.0,3.0,10.0,650,3.0,1.0,,2018
3,Webb Simpson,92,"6,371",3.938,"54,042",184,803,"1,288","1,125","1,656",-0.29,56.018,81,-0.11599999999999999,0.486,0.37,116.022,81,26.0,1.0,9.0,"1,416",1.0,1.0,,2018
4,Rory McIlroy,61,"4,241",- 13.545,"39,000",122,477,855,728,"1,098",-0.31,3.073,51,0.7609999999999999,0.26899999999999996,0.322,71.98899999999999,51,18.0,1.0,7.0,"1,658",1.0,1.0,,2018
5,Tommy Fleetwood,66,"4,588",- 11.452,"38,059",124,603,928,824,"1,188",-0.32,17.51,54,0.58,0.405,0.29600000000000004,86.72,54,19.0,0.0,6.0,"1,777",,1.0,,2018
6,Tiger Woods,68,"4,730",- 14.227,"41,286",136,565,952,825,"1,224",-0.3,15.703,59,0.061,0.883,0.385,94.154,59,18.0,1.0,7.0,41,1.0,2.0,,2018
7,Rickie Fowler,74,"5,136",2.191,"44,363",148,682,"1,044",926,"1,332",-0.3,18.029,61,0.244,0.494,0.242,77.798,61,20.0,0.0,6.0,"1,748",,2.0,,2018
8,Brooks Koepka,62,"4,302",3.519,"36,350",116,498,876,762,"1,116",-0.31,9.058,54,0.6579999999999999,0.23199999999999998,0.162,65.874,54,17.0,2.0,6.0,"1,167",2.0,2.0,,2018
9,Tony Finau,98,"6,814",- 1.079,"56,721",180,757,"1,374","1,238","1,764",-0.32,18.774,81,0.48100000000000004,0.5,0.222,116.24799999999999,81,28.0,0.0,11.0,528,,3.0,,2018
10,Jason Day,68,"4,739",- 5.991,"37,195",120,557,955,799,"1,224",-0.33,37.721,49,0.17600000000000002,-0.14,0.479,62.966,49,20.0,2.0,5.0,"1,696",2.0,1.0,,2018
11,Henrik Stenson,56,"3,901",- 2.449,"30,319",104,591,786,741,"1,008",-0.26,-9.092,44,0.42700000000000005,0.96,-0.027000000000000003,50.738,44,16.0,0.0,5.0,"4,987",,1.0,,2018
12,Bryson DeChambeau,93,"6,473",4.095,"56,854",186,814,"1,308","1,166","1,674",-0.3,26.983,78,0.586,0.556,0.07,121.52600000000001,78,26.0,3.0,9.0,72,3.0,1.0,1.0,2018
13,Francesco Molinari,70,"4,894",- 8.241,"39,730",132,640,984,885,"1,260",-0.26,-27.741,57,0.69,0.593,0.327,64.014,57,20.0,2.0,5.0,"1,748",2.0,1.0,,2018
14,Paul Casey,71,"4,973",- 13.671,"35,909",118,627,993,867,"1,278",-0.27,6.537000000000001,49,0.138,0.586,0.109,47.336000000000006,49,20.0,1.0,5.0,"1,857",1.0,1.0,,2018
15,Rafa Cabrera Bello,70,"4,898",- 5.891,"34,232",116,667,983,884,"1,260",-0.27,13.100999999999999,48,0.256,0.48700000000000004,0.096,53.37,48,20.0,0.0,5.0,"4,802",,,1.0,2018
16,Patrick Cantlay,80,"5,594",- 2.071,"46,078",152,694,"1,127","1,018","1,440",-0.27,-12.177,67,0.622,0.509,0.146,73.418,67,23.0,1.0,7.0,"1,807",1.0,,,2018
17,Jordan Spieth,76,"5,284",28.677,"45,563",152,658,"1,069",964,"1,368",-0.29,-2.224,66,0.271,0.409,0.184,54.751000000000005,66,23.0,0.0,5.0,"4,654",,,2.0,2018
18,Zach Johnson,87,"6,063",19.256,"50,427",174,778,"1,218","1,056","1,566",-0.29,14.835999999999999,72,-0.059000000000000004,0.46299999999999997,0.425,74.544,72,25.0,0.0,2.0,"4,996",,,,2018
19,Jon Rahm,66,"4,597",20.204,"38,298",124,550,929,833,"1,188",-0.31,-7.685,51,0.8170000000000001,0.047,0.17600000000000002,45.323,51,20.0,1.0,5.0,"1,838",1.0,1.0,,2018
20,Alex Noren,60,"4,222",- 23.647,"33,506",112,521,844,701,"1,080",-0.28,37.154,49,0.20800000000000002,0.107,-0.028999999999999998,51.168,49,18.0,0.0,3.0,"4,808",,1.0,2.0,2018
21,Ryan Moore,78,"5,457",4.196,"45,109",156,787,"1,094",966,"1,404",-0.26,-17.864,66,0.406,0.532,0.273,62.09,66,22.0,0.0,5.0,"5,171",,,,2018
22,Hideki Matsuyama,72,"5,027",14.609,"38,657",128,637,"1,014",898,"1,296",-0.3,7.507000000000001,57,0.19399999999999998,0.727,0.14300000000000002,68.157,57,21.0,0.0,4.0,"1,658",,,,2018
23,Tyrrell Hatton,54,"3,802",- 17.110,"29,878",100,470,760,646,972,-0.24,14.077,42,0.14800000000000002,0.20199999999999999,0.252,39.39,42,16.0,0.0,4.0,"4,936",,,1.0,2018
24,Phil Mickelson,87,"6,095",3.491,"49,848",166,646,"1,221","1,016","1,566",-0.34,35.711,70,-0.225,0.555,0.091,65.141,70,24.0,1.0,6.0,"1,812",1.0,1.0,1.0,2018
25,Patrick Reed,86,"6,038",- 8.920,"46,509",156,663,"1,203",984,"1,548",-0.3,10.317,63,0.051,0.187,0.545,59.645,63,26.0,1.0,7.0,"1,822",1.0,1.0,,2018
26,Emiliano Grillo,92,"6,438",15.974,"49,588",168,905,"1,290","1,140","1,656",-0.28,39.841,73,0.364,0.345,-0.122,82.69200000000001,73,25.0,0.0,6.0,"4,707",,,2.0,2018
27,Billy Horschel,82,"5,720",32.650,"48,445",164,779,"1,149","1,059","1,476",-0.28,30.165,77,0.5379999999999999,0.35200000000000004,-0.16899999999999998,85.64299999999999,77,27.0,1.0,6.0,420,1.0,2.0,2.0,2018
28,Louis Oosthuizen,54,"3,806",- 17.525,"32,383",108,490,756,639,972,-0.23,-1.214,46,0.401,-0.261,0.408,23.973000000000003,46,17.0,0.0,3.0,"5,130",,,1.0,2018
29,Gary Woodland,91,"6,389",- 4.341,"52,042",166,812,"1,275","1,155","1,638",-0.27,0.483,70,0.8029999999999999,0.484,-0.228,74.632,70,27.0,1.0,3.0,"1,875",1.0,,,2018
30,Byeong Hun An,84,"5,902",- 6.019,"49,257",160,709,"1,178","1,028","1,512",-0.26,-20.82,73,0.475,0.44799999999999995,0.16699999999999998,58.79,73,24.0,0.0,4.0,"4,807",,2.0,,2018
31,Charles Howell III,100,"7,011",10.875,"52,953",176,875,"1,398","1,248","1,800",-0.26,17.092,78,0.324,0.163,0.095,62.475,78,28.0,0.0,4.0,"4,936",,,,2018
32,Luke List,95,"6,679",- 7.229,"54,746",174,727,"1,330","1,169","1,710",-0.27,-36.446,78,0.795,0.19399999999999998,0.349,67.87899999999999,78,29.0,0.0,5.0,"4,827",,1.0,1.0,2018
33,Aaron Wise,88,"6,165",16.744,"53,314",176,777,"1,227","1,090","1,584",-0.29,19.070999999999998,80,0.41,0.012,0.042,56.223,80,29.0,1.0,4.0,"1,842",1.0,1.0,,2018
34,Marc Leishman,90,"6,312",11.401,"48,952",164,763,"1,268","1,080","1,620",-0.3,9.234,73,-0.006,0.21100000000000002,0.292,45.568999999999996,73,25.0,0.0,6.0,"1,976",,2.0,,2018
35,Brian Gay,101,"7,062",36.311,"57,155",202,"1,007","1,411","1,173","1,818",-0.3,40.668,92,-0.166,0.036000000000000004,0.253,52.021,92,30.0,0.0,6.0,"5,028",,,1.0,2018
36,Kevin Na,86,"6,011",33.755,"45,175",156,774,"1,207","1,001","1,548",-0.31,37.304,70,-0.37799999999999995,0.273,0.373,56.037,70,26.0,1.0,4.0,"1,924",1.0,1.0,,2018
37,Keegan Bradley,93,"6,525",13.174,"50,932",170,884,"1,302","1,158","1,674",-0.27,-28.64,80,0.237,0.888,0.026000000000000002,63.411,80,27.0,1.0,5.0,"1,007",1.0,1.0,,2018
38,Chesson Hadley,99,"6,941",19.784,"59,397",198,832,"1,385","1,206","1,782",-0.3,18.555,89,0.146,0.606,-0.102,76.441,89,30.0,0.0,7.0,"4,814",,1.0,1.0,2018
39,Daniel Berger,76,"5,353",- 8.669,"40,490",136,691,"1,070",915,"1,368",-0.26,19.78,62,0.1,0.5429999999999999,-0.145,50.605,62,23.0,0.0,1.0,"5,138",,,,2018
40,Jim Furyk,48,"3,388",- 11.594,"26,930",96,467,668,546,864,-0.23,17.903,46,-0.392,0.179,0.235,18.945999999999998,46,15.0,0.0,2.0,"5,686",,,,2018
41,Brandt Snedeker,82,"5,753",18.061,"48,064",164,719,"1,145",960,"1,476",-0.29,35.378,74,-0.145,-0.026000000000000002,0.318,46.285,74,25.0,1.0,4.0,"4,789",1.0,,1.0,2018
42,Bubba Watson,79,"5,536",24.311,"49,470",158,645,"1,107",970,"1,422",-0.28,0.063,68,0.78,0.005,-0.231,37.729,68,24.0,3.0,6.0,"1,342",3.0,,,2018
43,Kyle Stanley,88,"6,183",12.547,"44,940",152,884,"1,240","1,126","1,584",-0.26,2.505,67,0.37799999999999995,0.298,-0.027000000000000003,45.986999999999995,67,26.0,0.0,5.0,"1,887",,2.0,,2018
44,Chris Kirk,106,"7,411",52.535,"59,123",204,956,"1,479","1,302","1,908",-0.27,6.996,96,-0.048,0.518,0.19,70.28699999999999,96,29.0,0.0,4.0,"5,089",,,,2018
45,Branden Grace,64,"4,515",- 8.632,"31,089",104,567,893,773,"1,152",-0.27,15.39,44,0.163,0.174,0.125,35.747,44,18.0,0.0,2.0,"5,343",,,1.0,2018
46,Adam Scott,78,"5,504",- 11.240,"42,649",140,682,"1,091",992,"1,404",-0.25,-17.092,60,0.3,0.639,0.125,46.738,60,21.0,0.0,3.0,"4,896",,,1.0,2018
47,Chez Reavie,86,"6,036",21.164,"42,402",148,869,"1,203","1,063","1,548",-0.27,11.495,60,0.183,0.43700000000000006,-0.13699999999999998,40.453,60,28.0,0.0,3.0,"4,725",,2.0,,2018
48,Kevin Streelman,92,"6,449",31.091,"54,307",184,888,"1,285","1,185","1,656",-0.24,-20.473,82,0.439,0.415,0.013999999999999999,50.729,82,27.0,0.0,5.0,"5,253",,,,2018
49,Stewart Cink,87,"6,113",15.276,"47,107",158,701,"1,217","1,074","1,566",-0.27,-23.115,67,0.057,0.698,0.055,31.177,67,25.0,0.0,3.0,"5,202",,1.0,,2018
50,Jason Kokrak,99,"6,927",46.955,"61,277",198,803,"1,383","1,254","1,782",-0.28,1.931,88,0.36,0.257,-0.10099999999999999,47.388000000000005,88,29.0,0.0,4.0,"4,924",,,1.0,2018
51,C.T. Pan,98,"6,866",38.777,"52,679",180,945,"1,370","1,256","1,764",-0.26,-5.47,82,0.215,0.267,0.063,39.162,82,30.0,0.0,2.0,"4,739",,1.0,,2018
52,Matt Kuchar,80,"5,626",10.903,"43,781",152,708,"1,119",962,"1,440",-0.27,22.592,65,-0.19899999999999998,0.21600000000000003,0.21100000000000002,37.442,65,24.0,0.0,4.0,"5,237",,,,2018
53,Austin Cook,107,"7,503",37.137,"62,543",214,"1,002","1,501","1,281","1,926",-0.27,28.963,92,0.12,-0.045,0.179,52.338,92,29.0,1.0,3.0,"4,774",1.0,,,2018
54,Xander Schauffele,93,"6,549",6.172,"49,388",162,783,"1,310","1,098","1,674",-0.29,14.079,72,0.24,0.235,-0.027000000000000003,46.352,72,27.0,0.0,7.0,"1,679",,2.0,2.0,2018
55,Russell Henley,74,"5,224",- 7.800,"38,678",132,729,"1,041",916,"1,332",-0.26,9.704,58,0.09300000000000001,0.467,-0.18600000000000003,31.381,58,23.0,0.0,3.0,"5,388",,,,2018
56,Cameron Smith,78,"5,493",7.351,"41,770",140,625,"1,096",887,"1,404",-0.3,6.99,61,-0.14800000000000002,0.034,0.218,13.353,61,24.0,0.0,7.0,"1,600",,,3.0,2018
57,Charley Hoffman,80,"5,651",- 9.353,"47,912",160,654,"1,121",958,"1,440",-0.27,1.7890000000000001,68,0.254,0.21600000000000003,-0.071,28.87,68,25.0,0.0,,"5,288",,,,2018
58,J.J. Spaun,79,"5,537",34.488,"47,108",158,732,"1,106",988,"1,422",-0.28,-10.58,71,0.28600000000000003,0.41,-0.255,20.761999999999997,71,27.0,0.0,4.0,"5,058",,1.0,2.0,2018
59,Brian Harman,90,"6,341",7.258,"47,866",164,850,"1,266","1,095","1,620",-0.26,19.683,72,0.13699999999999998,-0.024,-0.096,20.894000000000002,72,25.0,0.0,8.0,"4,848",,,1.0,2018
60,Russell Knox,90,"6,338",13.097,"50,170",172,851,"1,257","1,127","1,620",-0.24,-6.537999999999999,74,0.059000000000000004,0.263,0.149,28.318,74,27.0,0.0,3.0,"5,348",,,,2018
61,Beau Hossler,104,"7,302",37.683,"62,394",208,881,"1,457","1,272","1,872",-0.29,61.617,90,0.281,-0.395,0.013000000000000001,52.528999999999996,90,28.0,0.0,5.0,"4,843",,2.0,,2018
62,Joel Dahmen,85,"5,953",46.108,"50,290",170,789,"1,189","1,053","1,530",-0.26,-19.67,71,0.3,0.381,-0.004,28.421999999999997,71,28.0,0.0,3.0,"5,301",,1.0,,2018
63,Peter Uihlein,78,"5,495",10.113,"42,313",140,579,"1,094",953,"1,404",-0.27,1.3519999999999999,65,0.132,-0.04,0.156,17.434,65,26.0,0.0,4.0,"5,066",,,,2018
64,Andrew Putnam,89,"6,239",42.501,"52,295",178,751,"1,243","1,129","1,602",-0.24,4.008,77,-0.146,0.38,0.187,36.369,77,28.0,1.0,5.0,"4,710",1.0,1.0,,2018
65,Ian Poulter,64,"4,519",- 1.050,"32,879",112,595,896,772,"1,152",-0.26,11.142999999999999,50,0.141,0.435,0.051,42.507,50,20.0,1.0,4.0,"4,887",1.0,,,2018
66,Pat Perez,75,"5,295",- .465,"36,659",126,688,"1,057",915,"1,350",-0.27,5.872999999999999,51,-0.063,-0.138,0.037000000000000005,-2.456,51,23.0,1.0,4.0,"4,787",1.0,1.0,,2018
67,Kiradech Aphibarnrat,46,"3,277",- 28.069,"24,757",84,422,648,515,828,-0.27,4.7,34,0.485,-0.247,0.135,17.365,34,,,,,,,,2018
68,Ollie Schniederjans,87,"6,143",2.736,"47,622",158,634,"1,214",983,"1,566",-0.31,25.041999999999998,77,-0.41,0.09,0.25,19.567,77,27.0,0.0,3.0,"5,404",,,1.0,2018
69,Abraham Ancer,96,"6,745",38.301,"56,850",192,854,"1,342","1,149","1,728",-0.27,-4.648,83,0.325,0.07400000000000001,-0.022000000000000002,26.573,83,30.0,0.0,5.0,"5,039",,,,2018
70,Anirban Lahiri,82,"5,794",.125,"43,507",148,691,"1,150",955,"1,476",-0.27,13.322000000000001,67,0.07,-0.285,0.12,6.977,67,24.0,0.0,4.0,"5,411",,,,2018
71,Alex Cejka,69,"4,852",24.586,"39,567",138,639,961,792,"1,242",-0.27,0.557,60,-0.024,-0.16899999999999998,0.495,18.703,60,24.0,0.0,2.0,"5,453",,1.0,,2018
72,Vaughn Taylor,79,"5,554",30.631,"45,208",158,746,"1,105",953,"1,422",-0.27,-5.58,70,-0.005,0.305,-0.002,15.344000000000001,70,25.0,0.0,3.0,"5,532",,,,2018
73,Rory Sabbatini,89,"6,250",41.673,"52,026",178,770,"1,241","1,087","1,602",-0.26,4.449,75,0.217,-0.152,0.23399999999999999,26.877,75,27.0,0.0,1.0,"5,456",,,,2018
74,Bronson Burgoon,69,"4,845",33.336,"41,785",138,624,967,850,"1,242",-0.28,6.124,57,0.309,0.371,-0.307,27.4,57,24.0,0.0,2.0,"5,259",,1.0,,2018
75,John Huh,90,"6,329",35.607,"51,686",180,803,"1,258","1,066","1,620",-0.29,13.73,82,-0.11,0.24,-0.047,20.555999999999997,82,29.0,0.0,2.0,"5,497",,,1.0,2018
76,Scott Stallings,90,"6,348",16.749,"51,556",172,710,"1,255","1,063","1,620",-0.26,-5.617999999999999,80,-0.008,0.373,-0.025,21.629,80,30.0,0.0,2.0,"5,369",,,,2018
77,Brandon Harkins,95,"6,688",30.493,"57,591",190,727,"1,327","1,123","1,710",-0.31,19.146,85,0.18100000000000002,-0.006,-0.124,23.4,85,30.0,0.0,3.0,"5,432",,,,2018
78,Kevin Kisner,78,"5,491",25.890,"45,369",156,729,"1,099",918,"1,404",-0.28,33.365,65,-0.043,-0.316,-0.11800000000000001,2.4090000000000003,65,25.0,0.0,4.0,"4,845",,2.0,,2018
79,Patrick Rodgers,93,"6,572",5.976,"51,601",170,793,"1,297","1,099","1,674",-0.28,40.931999999999995,73,-0.039,-0.32299999999999995,0.034,16.969,73,30.0,0.0,3.0,"5,436",,,,2018
80,Jamie Lovemark,88,"6,201",23.597,"48,514",160,699,"1,228","1,024","1,584",-0.29,0.81,78,-0.10099999999999999,-0.04,0.519,30.261,78,26.0,0.0,3.0,"5,313",,,,2018
81,Scott Piercy,80,"5,634",24.879,"45,088",152,735,"1,119","1,004","1,440",-0.24,-38.686,68,0.209,0.5529999999999999,0.09699999999999999,19.719,68,26.0,1.0,2.0,"5,105",1.0,,,2018
82,Corey Conners,93,"6,543",36.067,"56,421",186,817,"1,297","1,175","1,674",-0.24,-30.426,79,0.501,0.275,-0.198,15.285,79,28.0,0.0,1.0,"5,624",,,,2018
83,Adam Hadwin,89,"6,280",16.754,"44,574",154,820,"1,250","1,090","1,602",-0.25,7.013,66,0.057,0.166,0.267,39.353,66,25.0,0.0,3.0,"4,751",,,1.0,2018
84,Shane Lowry,56,"3,973",- 10.782,"33,674",112,478,781,692,"1,008",-0.25,-14.582,51,0.331,0.245,-0.052000000000000005,12.126,51,19.0,0.0,,"5,681",,,,2018
85,Johnson Wagner,69,"4,826",56.333,"39,487",138,620,965,843,"1,242",-0.28,34.292,55,-0.213,0.078,0.226,39.339,55,21.0,0.0,,"5,639",,,,2018
86,Ryan Armour,107,"7,515",56.143,"60,663",214,"1,103","1,499","1,314","1,926",-0.25,-5.545,96,-0.012,0.213,0.19399999999999998,32.37,96,32.0,1.0,3.0,"4,864",1.0,1.0,,2018
87,Jimmy Walker,77,"5,456",- 5.503,"46,051",154,575,"1,075",858,"1,386",-0.29,21.369,66,-0.43700000000000006,0.304,0.166,23.548000000000002,66,23.0,0.0,4.0,"5,236",,1.0,,2018
88,J.B. Holmes,75,"5,306",3.206,"43,466",142,597,"1,045",881,"1,350",-0.28,-14.11,68,0.565,0.159,0.032,37.302,68,24.0,0.0,3.0,"5,309",,1.0,1.0,2018
89,William McGirt,78,"5,494",27.689,"45,130",156,651,"1,087",949,"1,404",-0.24,14.97,75,-0.306,0.091,0.19399999999999998,13.365,75,26.0,0.0,3.0,"5,528",,,,2018
90,Sam Saunders,74,"5,208",30.754,"44,817",148,620,"1,031",866,"1,332",-0.3,6.303999999999999,67,0.35,-0.081,-0.138,15.123,67,26.0,0.0,4.0,"5,540",,,,2018
91,Kevin Tway,104,"7,323",40.238,"59,535",192,765,"1,454","1,252","1,872",-0.29,4.7219999999999995,90,0.271,0.032,-0.026000000000000002,29.634,90,31.0,0.0,3.0,"5,334",,,,2018
92,Trey Mullinax,69,"4,872",14.211,"43,929",138,528,961,812,"1,242",-0.29,4.243,59,0.506,-0.442,-0.207,-4.231,59,24.0,0.0,3.0,"5,427",,1.0,,2018
93,Blayne Barber,67,"4,699",46.914,"39,488",134,604,934,844,"1,206",-0.26,-1.324,60,0.10099999999999999,-0.047,-0.073,-2.456,60,,,,,,,,2018
94,Kevin Chappell,74,"5,243",- .914,"45,670",148,639,"1,043",886,"1,332",-0.27,-21.35,62,0.608,0.29600000000000004,-0.23600000000000002,20.042,62,23.0,0.0,4.0,"5,310",,,,2018
95,Martin Laird,65,"4,576",28.535,"38,865",130,574,908,771,"1,170",-0.29,17.178,61,-0.045,0.024,0.209,28.68,61,22.0,0.0,3.0,"5,524",,,,2018
96,Patton Kizzire,89,"6,263",41.848,"53,174",178,696,"1,252","1,106","1,602",-0.27,2.3209999999999997,78,-0.294,0.381,-0.15,-2.605,78,29.0,2.0,4.0,"1,985",2.0,,,2018
97,Peter Malnati,83,"5,848",31.766,"48,282",166,659,"1,159",941,"1,494",-0.3,46.41,75,-0.37200000000000005,-0.257,0.255,18.337,75,,,,,,,,2018
98,Aaron Baddeley,78,"5,518",8.336,"46,068",156,579,"1,087",890,"1,404",-0.26,-3.9730000000000003,70,-0.345,0.11699999999999999,0.595,21.660999999999998,70,27.0,0.0,1.0,"5,635",,,,2018
99,Denny McCarthy,63,"4,432",32.262,"37,224",126,559,881,773,"1,134",-0.26,22.018,49,0.011000000000000001,-0.34700000000000003,-0.019,4.625,49,22.0,0.0,1.0,"5,710",,,,2018
100,Nick Watney,90,"6,346",31.574,"55,353",180,707,"1,255","1,101","1,620",-0.28,15.999,80,0.17,0.141,-0.16699999999999998,27.476999999999997,80,26.0,0.0,1.0,"5,217",,1.0,,2018
101,Seamus Power,78,"5,490",37.782,"47,212",156,601,"1,089",915,"1,404",-0.27,32.851,66,0.076,-0.392,-0.003,11.777999999999999,66,28.0,0.0,2.0,"5,522",,,,2018
102,Troy Merritt,85,"5,993",32.512,"50,222",170,747,"1,187",997,"1,530",-0.29,5.593999999999999,73,0.138,0.086,-0.092,15.232999999999999,73,27.0,1.0,3.0,"5,361",1.0,,,2018
103,James Hahn,82,"5,779",34.491,"44,212",148,731,"1,147","1,008","1,476",-0.26,-10.517000000000001,69,0.32299999999999995,0.081,0.027999999999999997,19.221,69,26.0,0.0,1.0,"5,311",,1.0,,2018
104,Cameron Percy,50,"3,503",42.468,"29,559",100,445,699,626,900,-0.29,-8.387,41,0.24100000000000002,0.039,0.21,11.703,41,,,,,,,,2018
105,Sam Ryder,80,"5,612",61.082,"47,568",160,746,"1,115","1,038","1,440",-0.26,-24.436,70,0.203,0.39899999999999997,-0.099,10.793,70,26.0,0.0,3.0,"5,426",,1.0,,2018
106,J.T. Poston,71,"4,999",35.990,"42,698",142,611,993,873,"1,278",-0.28,7.712000000000001,57,0.381,-0.373,-0.005,7.888,57,22.0,0.0,2.0,"5,529",,,,2018
107,Keith Mitchell,97,"6,819",60.269,"60,646",194,795,"1,357","1,212","1,746",-0.28,-41.841,83,0.706,-0.128,-0.092,-1.4709999999999999,83,29.0,0.0,4.0,"5,099",,1.0,1.0,2018
108,Michael Thompson,58,"4,085",28.611,"34,387",116,525,812,732,"1,044",-0.26,27.889,56,-0.073,-0.423,0.05,2.9130000000000003,56,19.0,0.0,,"5,697",,,,2018
109,Tom Hoge,93,"6,568",29.869,"54,199",186,811,"1,299","1,065","1,674",-0.28,-13.429,83,0.018000000000000002,0.297,-0.079,6.112,83,31.0,0.0,3.0,"5,369",,,1.0,2018
110,Harold Varner III,89,"6,303",13.422,"49,935",162,733,"1,242","1,086","1,602",-0.25,-1.77,74,0.204,-0.076,0.021,9.273,74,27.0,0.0,3.0,"5,453",,,,2018
111,Ben Martin,64,"4,533",9.367,"37,069",128,566,891,737,"1,152",-0.28,6.722,57,-0.142,0.11900000000000001,-0.096,-0.064,57,20.0,0.0,1.0,"5,711",,,,2018
